Name,Account,App Name,City,State,Country,Region,Subdomain,DB,Version,Group,Feeder,Created,Status,Category,Primary Clusters
kipu-11334,Caring Hands Recovery,11334,,CA,US,us-east-1,chr11334,kipuaws-rds-kipu-11334,10.2.3.6.aws,SMB,0000S,9/6/19,Active,Healthmatters,healthmatterscluster14-107
kipu-11335,The River IOP,11335,,OH,US,us-east-1,trv11335,kipuaws-rds-kipu-11335,10.2.3.6.aws,SMB,0000a,9/6/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11331,Forefront Health of Beverly Hills,11331,,CA,US,us-east-1,fhb11331,kipuaws-rds-kipu-11331,10.2.3.6.aws,SMB,10459,9/4/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11332,Absolute Awakenings Treatment Center,11332,,NJ,US,us-east-1,aat11332,kipuaws-rds-kipu-11332,10.2.3.6.aws,SMB,0000S,9/4/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11328,First Light Recovery,11328,,,,us-east-1,flr11328,kipuaws-rds-kipu-11328,10.2.3.6.aws,SMB,,8/28/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11327,Silver Lining Behavioral Health,11327,,CA,US,us-east-1,sln11327,kipuaws-rds-kipu-11327,10.2.3.6.aws,SMB,0000S,8/26/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11322,Peace Valley,11322,,PA,US,us-east-1,pvy11322,kipuaws-rds-kipu-11322,10.2.3.6.aws,SMB,10933,8/26/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11326,The Teen Project,11326,,CA,US,us-east-1,ttp11326,kipuaws-rds-kipu-11326,10.2.3.6.aws,SMB,0000S,8/25/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11325,SV Recovery,11325,,CA,US,us-east-1,svr11325,kipuaws-rds-kipu-11325,10.2.3.6.aws,SMB,10737,8/25/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11323,Gravity Treatment Centers,11323,,CA,US,us-east-1,bss11323,kipuaws-rds-kipu-11323,10.2.3.6.aws,SMB,11107,8/23/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11321,Discover Recovery,11321,,WA,US,us-east-1,drc11321,kipuaws-rds-kipu-11321,10.2.3.6.aws,SMB,0000S,8/23/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11318,3R Recovery,11318,,NV,US,us-east-1,trr11318,kipuaws-rds-kipu-11318,10.2.3.6.aws,SMB,0000S,8/15/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11316,The Hope House,11316,,AZ,US,us-east-1,thh11316,kipuaws-rds-kipu-11316,10.2.3.6.aws,SMB,0000S,8/14/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11308,'Inspire Health LLC',11308,,CA,US,us-east-1,inh11308,kipuaws-rds-kipu-11308,10.2.3.6.aws,SMB,10974,8/1/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11305,Journey Hillside Tarzana,,,CA,US,us-east-1,jht11305,kipuaws-rds-kipu-11305,10.2.3.6.aws,SMB,,7/29/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11304,North Jersey Recovery Center,,,,US,us-east-1,njr11304,kipuaws-rds-kipu-11304,10.2.3.6.aws,SMB,,7/29/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11301,Transformations Care,11301,Los Angeles,CA,US,us-east-1,tcr11301,kipuaws-rds-kipu-11301,10.2.3.6.aws,SMB,0000S (baseline-tjc),7/22/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11292,Hope House Boston,,,MA,US,us-east-1,hhb11292,kipuaws-rds-kipu-11292,10.2.3.6.aws,SMB,,7/10/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11288,Responsability House,11288,,,US,us-east-1,rsh11288,kipuaws-rds-kipu-11288,10.2.3.6.aws,SMB,,7/5/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11287,Coral Bay,11287,Pompano Beach,FL,US,us-east-1,cby11287,kipuaws-rds-kipu-11287,10.2.3.6.aws,SMB,0000S (baseline-tjc),6/29/19,Active,Healthmatters,healthmatterscluster14-105
kipu-10076,Florida Recovery Group,floridarecoverygroup,,,US,us-east-1,floridarecoverygroup,kipuaws-rds-kipu-10076,10.2.3.6.aws,SMB,baseline IOP-OUT,6/27/19,Active,Healthmatters,healthmatterscluster14-101
kipu-10106,Counseling and Neurotherapy Associates,counselingandneurotherapy,,,US,us-east-1,counselingandneurotherapy,kipuaws-rds-kipu-10106,10.2.3.6.aws,SMB,baselineiop-out,6/27/19,Active,Healthmatters,healthmatterscluster14-102
kipu-10109,Beachway Therapy,beachwaytherapy,,,US,us-east-1,beachwaytherapy,kipuaws-rds-kipu-10109,10.2.3.6.aws,SMB,baselinephp-iop-out,6/27/19,Active,Healthmatters,healthmatterscluster14-102
kipu-10115,West Coast Recovery Center,westcoastrecovery,,CA,US,us-east-1,westcoastrecovery,kipuaws-rds-kipu-10115,10.2.3.6.aws,SMB,reflectionsrecoverycenter,6/27/19,Active,Healthmatters,healthmatterscluster14-105
kipu-10126,"Florida Center for Recovery, FL",floridacenterforrecovery,,,US,us-east-1,floridacenterforrecovery,kipuaws-rds-kipu-10126,10.2.3.6.aws,SMB,baselinelp-detox-res,6/27/19,Active,Healthmatters,healthmatterscluster14-102
kipu-10007,Destination Hope,destinationhope,,,US,us-east-1,destinationhope,kipuaws-rds-kipu-10007,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-103
kipu-10078,The Core Centers,thecorecenters,,,US,us-east-1,thecorecenters,kipuaws-rds-kipu-10078,10.2.3.6.aws,SMB,baseline LP IOP OUT,6/27/19,Active,Healthmatters,healthmatterscluster14-101
kipu-10083,Recovery 1st,recovery1st,,,US,us-east-1,recovery1st,kipuaws-rds-kipu-10083,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-107
kipu-10124,"Southern California Recovery Center,CA",socalrecovery,,CA,US,us-east-1,socalrecovery,kipuaws-rds-kipu-10124,10.2.3.6.aws,SMB,baselineiop-out,6/27/19,Active,Healthmatters,healthmatterscluster14-106
kipu-10022,beach house,beachcomber,,,US,us-east-1,beachcomber,kipuaws-rds-kipu-10022,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-101
kipu-10099,White Sands,whitesands,,,US,us-east-1,whitesands,kipuaws-rds-kipu-10099,10.2.3.6.aws,SMB,baselinedetox-res,6/27/19,Active,Healthmatters,healthmatterscluster14-101
kipu-10030,Changes,changes,,,US,us-east-1,changes,kipuaws-rds-kipu-10030,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-101
kipu-10063,Hope Homes Recovery,hopehomesrecovery,,,US,us-east-1,hopehomesrecovery,kipuaws-rds-kipu-10063,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-102
kipu-10042,Adaptive Center,adaptivecenter,,,US,us-east-1,adaptivecenter,kipuaws-rds-kipu-10042,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-101
kipu-0000e,Eating Disorder Demo,0000E,Miami,FL,US,us-east-1,eatingdisorders,kipuaws-rds-kipu-0000e,10.2.3.6.aws,SMB,testing,6/27/19,Active,Baseline,healthmatterscluster14-TEST
kipu-10041,House of Freedom,houseoffreedom,,,US,us-east-1,houseoffreedom,kipuaws-rds-kipu-10041,10.2.3.6.aws,SMB,,6/27/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11283,Golden Road Recovery,11283,Chatsworth,CA,US,us-east-1,grr11283,kipuaws-rds-kipu-11283,10.2.3.6.aws,SMB,11047,6/20/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11282,Harry L. Haroutunian MD,11282,Rancho Mirage,CA,US,us-east-1,hlh11282,kipuaws-rds-kipu-11282,10.2.3.6.aws,SMB,0000S (baseline-tjc),6/18/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11278,Marina Harbor Detox,11278,San Francisco,CA,US,us-east-1,mhd11278,kipuaws-rds-kipu-11278,10.2.3.6.aws,SMB,0000S (baseline-tjc),6/11/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11277,Lift Off,11277,Newport Beach,CA,US,us-east-1,lof11277,kipuaws-rds-kipu-11277,10.2.3.6.aws,SMB,0000S (baseline-tjc),6/10/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11273,Transformations Wellness Center,11273,Klamath falls,OR,US,us-east-1,twc11273,kipuaws-rds-kipu-11273,10.2.3.6.aws,SMB,0000S (baseline-tjc),6/4/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11270,Aspire Treatment Solutions,11270,Peachtree Corners,GA,US,us-east-1,ats11270,kipuaws-rds-kipu-11270,10.2.3.6.aws,SMB,0000S (baseline-tjc),6/2/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11268,Harmony Grove Recovery,11268,Escondido,CA,US,us-east-1,hgr11268,kipuaws-rds-kipu-11268,10.2.3.6.aws,SMB,0000S (baseline-tjc),5/26/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11269,Its Time to Recover,11269,Anaheim,CA,US,us-east-1,ttr11269,kipuaws-rds-kipu-11269,10.2.3.6.aws,SMB,10939,5/26/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11261,San Francisco Safe House,11261,San Francisco,CA,US,us-east-1,sfs11261,kipuaws-rds-kipu-11261,10.2.3.6.aws,SMB,0000S (baseline-tjc),5/19/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11259,Palm Beach Recovery Center,11259,West Palm Beach,FL,US,us-east-1,pbr11259,kipuaws-rds-kipu-11259,10.2.3.6.aws,SMB,10156,5/13/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11256,Teen Challenge Southeast Recovery Centers,11256,Columbus,GA,US,us-east-1,tch11256,kipuaws-rds-kipu-11256,10.2.3.6.aws,SMB,0000S (baseline-tjc),5/8/19,Active,Healthmatters,healthmatterscluster14-105
kipu-11253,SoCal Empowered,11253,Lake Forest,CA,US,us-east-1,sce11253,kipuaws-rds-kipu-11253,10.2.3.6.aws,SMB,0000S (baseline-tjc),5/1/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11252,Roque Center,11252,Stanton,CA,US,us-east-1,rct11252,kipuaws-rds-kipu-11252,10.2.3.6.aws,SMB,0000S (baseline-tjc),4/30/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11251,Essentials Recovery,11251,Wilmington,DE,US,us-east-1,ess11251,kipuaws-rds-kipu-11251,10.2.3.6.aws,SMB,10699,4/28/19,Active,Healthmatters,healthmatterscluster14-102
kipu-11250,Milestones In Recovery,11250,Hollywood,FL,US,us-east-1,mir11250,kipuaws-rds-kipu-11250,10.2.3.6.aws,SMB,0000S (baseline-tjc),4/24/19,Active,Healthmatters,healthmatterscluster14-102
kipu-11244,Recovery Revelations,11244,Phelan,CA,US,us-east-1,rrs11244,kipuaws-rds-kipu-11244,10.2.3.6.aws,SMB,0000S (baseline-tjc),4/15/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11246,Embodied Recovery,11246,Los Gatos,CA,US,us-east-1,ery11246,kipuaws-rds-kipu-11246,10.2.3.6.aws,SMB,10737,4/15/19,Active,Healthmatters,healthmatterscluster14-101
kipu-11248,The Ho Tai Way,11248,Costa Mesa,CA,US,us-east-1,htw11248,kipuaws-rds-kipu-11248,10.2.3.6.aws,SMB,0000S (baseline-tjc),4/15/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11241,Ken Seeley Communities,11241,Palm Springs,CA,US,us-east-1,ksc11241,kipuaws-rds-kipu-11241,10.2.3.6.aws,SMB,0000S (baseline-tjc),4/7/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11242,Denver Women's Recovery,11242,Denver,CO,US,us-east-1,dwr11242,kipuaws-rds-kipu-11242,10.2.3.6.aws,SMB,0000S (baseline-tjc),4/7/19,Active,Healthmatters,healthmatterscluster14-103 ...
kipu-11230,Helping Hands Rehabilitation Clinic,11230,North Hills,CA,US,us-east-1,hhr11230,kipuaws-rds-kipu-11230,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/26/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11231,Brooke's House,11231,Hagerstown,MD,US,us-east-1,bks11231,kipuaws-rds-kipu-11231,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/26/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11232,7 Summit Pathways,11232,Tampa,FL,US,us-east-1,spw11232,kipuaws-rds-kipu-11232,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/26/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11229,Casablanca Sober Living,11229,Studio City,CA,US,us-east-1,csl11229,kipuaws-rds-kipu-11229,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/20/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11227,Malibu Wellness Ranch,11227,Milford,PA,US,us-east-1,mwr11227,kipuaws-rds-kipu-11227,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/19/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11228,Delamere,11228,Cheshire,United KingdomåÊ,UK,eu-west-2,dmr11228,kipuaws-rds-kipu-11228,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/19/19,Active,Healthmatters,healthmatterscluster13-uk-01
kipu-11214,Pennsylvania Recovery Center,11214,Phoenixville,PA,US,us-east-1,prc11214,kipuaws-rds-kipu-11214,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/6/19,Active,Healthmatters,healthmatterscluster14-102
kipu-11215,Newport Beach Recovery Center,11215,Newport Beach,CA,US,us-east-1,nrc11215,kipuaws-rds-kipu-11215,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/6/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11212,Laguna Shores,11212,Mission Viejo,CA,US,us-east-1,lsh11212,kipuaws-rds-kipu-11212,10.2.3.6.aws,SMB,0000S (baseline-tjc),3/4/19,Active,Healthmatters,healthmatterscluster14-102
kipu-11207,Minds Over Matter Behavioral Health,11207,Pompano Beach,FL,US,us-east-1,omb11207,kipuaws-rds-kipu-11207,10.2.3.6.aws,SMB,0000S (baseline-tjc),2/18/19,Active,Healthmatters,healthmatterscluster14-102
kipu-11206,Pivot Treatment and Wellness Centers,11206,Singer Island,FL,US,us-east-1,ptw11206,kipuaws-rds-kipu-11206,10.2.3.6.aws,SMB,0000S (baseline-tjc),2/11/19,Active,Healthmatters,healthmatterscluster14-102
kipu-11204,J Flowers Health Institute,11204,Houston,TX,US,us-east-1,fhi11204,kipuaws-rds-kipu-11204,10.2.3.6.aws,SMB,0000S (baseline-tjc),2/10/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11200,Rain Recovery,11200,Encino,CA,US,us-east-1,rry11200,kipuaws-rds-kipu-11200,10.2.3.6.aws,SMB,0000S (baseline-tjc),2/6/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11198,New Road,11198,Burbank,CA,US,us-east-1,nrd11198,kipuaws-rds-kipu-11198,10.2.3.6.aws,SMB,0000S (baseline-tjc),1/31/19,Active,Healthmatters,healthmatterscluster14-103
kipu-11197,Helpful Hands Drug & Alcohol,11197,Los Angeles,CA,US,us-east-1,hda11197,kipuaws-rds-kipu-11197,10.2.3.6.aws,SMB,0000S (baseline-tjc),1/28/19,Active,Healthmatters,healthmatterscluster14-101
kipu-11196,BNI Treatment Centers,11196,Agoura Hills,CA,US,us-east-1,bni11196,kipuaws-rds-kipu-11196,10.2.3.6.aws,SMB,0000S (baseline-tjc),1/22/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11195,Rise to Recovery,11195,West Palm Beach,FL,US,us-east-1,rtr11195,kipuaws-rds-kipu-11195,10.2.3.6.aws,SMB,0000S (baseline-tjc),1/15/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11194,Greenwich Recovery Center,11194,Greenwich,CT,US,us-east-1,ccr11194,kipuaws-rds-kipu-11194,10.2.3.6.aws,SMB,10552,1/13/19,Active,Healthmatters,healthmatterscluster14-104
kipu-11192,Trafalgar Residence,11192,"Toronto, Ontario, Canada",,CA,ca-central-1,tfr11192,kipu-ca-ecs-rds-01,10.2.3.6.aws,SMB,0000S (baseline-tjc),1/10/19,Active,Healthmatters,healthmatterscluster13-ca-01
kipu-11191,New Directions for Young Adults,11191,Deerfield Beach,FL,US,us-east-1,dya11191,kipuaws-rds-kipu-11191,10.2.3.6.aws,SMB,baselineempty,1/9/19,Active,Healthmatters,healthmatterscluster14-101
kipu-11183,The Mental Health Collective,11183,Newport Beach,CA,US,us-east-1,mhc11183,kipuaws-rds-kipu-11183,10.2.3.6.aws,SMB,0000S (baseline-tjc),12/26/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11185,Archway Healthcare Services,11185,Sacramento,CA,US,us-east-1,crc11185,kipuaws-rds-kipu-11185,10.2.3.6.aws,SMB,baselineempty,12/26/18,Active,Healthmatters,healthmatterscluster14-104
kipu-11184,Renaissance Discovery House,11184,Duluth,GAåÊ,US,us-east-1,rdh11184,kipuaws-rds-kipu-11184,10.2.3.6.aws,SMB,0000S (baseline-tjc),12/26/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11180,Unity Behavioral Health,11180,Hobe Sound,FL,US,us-east-1,ubh11180,kipuaws-rds-kipu-11180,10.2.3.6.aws,SMB,0000S (baseline-tjc),12/3/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11179,Hope Rising,11179,Sandy,UTåÊ,US,us-east-1,hor11179,kipuaws-rds-kipu-11179,10.2.3.6.aws,SMB,10570,11/29/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11176,The Estate at River Bend,11176,Lucedale,MS,US,us-east-1,erb11176,kipuaws-rds-kipu-11176,10.2.3.6.aws,SMB,0000S (baseline-tjc),11/28/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11178,Bryans Treatment Center,11178,Toledo,OH,US,us-east-1,btc11178,kipuaws-rds-kipu-11178,10.2.3.6.aws,SMB,0000S (baseline-tjc),11/28/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11177,7 Star Recovery,11177,Los Angeles,CA,US,us-east-1,sre11177,kipuaws-rds-kipu-11177,10.2.3.6.aws,SMB,0000S (baseline-tjc),11/28/18,Active,Healthmatters,healthmatterscluster14-103
kipu-salesdemo,Sales Demo,salesdemo,Miami,FL,US,us-east-1,salesdemo,kipuaws-rds-kipu-salesdemo,10.2.3.6.aws,SMB,baseline-data,11/15/18,Active,Healthmatters,healthmatterscluster14-106
kipu-11174,Freedom Detox,11174,Gastonia,NC,US,us-east-1,fdt11174,kipuaws-rds-kipu-11174,10.2.3.6.aws,SMB,0000S (baseline-tjc),11/8/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11173,Kinder in the Keys,11173,Key Largo,FL,US,us-east-1,ktk11173,kipuaws-rds-kipu-11173,10.2.3.6.aws,SMB,0000S (baseline-tjc),11/2/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11170,Broadprep Recovery,11170,Tampa,FL,US,us-east-1,bpr11170,kipuaws-rds-kipu-11170,10.2.3.6.aws,SMB,0000S (baseline-tjc),11/1/18,Active,Healthmatters,healthmatterscluster14-106
kipu-11164,CNV Detox,11164,Los Angeles,CA,US,us-east-1,cnv11164,kipuaws-rds-kipu-11164,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/25/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11163,Monte Cristo Recovery,11163,Santa Ana,CA,US,us-east-1,mcr11163,kipuaws-rds-kipu-11163,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/25/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11165,The Beach House,11165,Malibu,CA,US,us-east-1,tbh11165,kipuaws-rds-kipu-11165,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/25/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11162,Laguna View Detox,11162,Los Angeles,CA,US,us-east-1,lag11162,kipuaws-rds-kipu-11162,10.2.3.6.aws,SMB,10959,10/17/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11158,Ocean Valley Behavioral Health,11158,Santa Ana,CA,US,us-east-1,vbh11158,kipuaws-rds-kipu-11158,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/14/18,Active,Healthmatters,healthmatterscluster14-105
kipu-11157,Addiction Rehab Centers,11157,Indianapolis,IN,US,us-east-1,arc11157,kipuaws-rds-kipu-11157,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/7/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11156,God's Mountain Recovery Center,11156,Waymart,PA,US,us-east-1,gmr11156,kipuaws-rds-kipu-11156,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/3/18,Active,Healthmatters,healthmatterscluster14-103
kipu-11155,Center for Discovery - Eating Disorder & Mental Health OutpatientåÊ,11155,Los Alamitos,CA,US,us-east-1,cdm11155,kipuaws-rds-kipu-11155,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/3/18,Active,Healthmatters,healthmatterscluster14-107
kipu-11152,Eating Disorder Recovery Center,11152,London,England,US,us-east-1,edc11152,kipuaws-rds-kipu-11152,10.2.3.6.aws,SMB,0000S (baseline-tjc),10/3/18,Active,Healthmatters,healthmatterscluster14-104 ...
kipu-11146,Turning Point of Arnold,11146,Arnold,CA,US,us-east-1,tpa11146,kipuaws-rds-kipu-11146,10.2.3.6.aws,SMB,0000S (baseline-tjc),9/27/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11144,Recovery Institute of Ohio,11144,Sandusky,OH,US,us-east-1,rio11144,kipuaws-rds-kipu-11144,10.2.3.6.aws,SMB,0000S (baseline-tjc),9/27/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11145,Private Solution Detox,11145,Rancho Mirage,CA,US,us-east-1,psd11145,kipuaws-rds-kipu-11145,10.2.3.6.aws,SMB,0000S (baseline-tjc),9/26/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11142,Memphis Recovery,11142,Memphis,TN,US,us-east-1,mmr11142,kipuaws-rds-kipu-11142,10.2.3.6.aws,SMB,baseline-tjc,9/18/18,Active,Healthmatters,healthmatterscluster14-104
kipu-11143,Bright Road Recovery,11143,Claremont,CA,US,us-east-1,brr11143,kipuaws-rds-kipu-11143,10.2.3.6.aws,SMB,baseline-tjc,9/18/18,Active,Healthmatters,healthmatterscluster14-105
kipu-11136,Rebel Recovery,11136,Anaheim,CA,US,us-east-1,reb11136,kipuaws-rds-kipu-11136,10.2.3.6.aws,SMB,baseline-tjc,9/10/18,Active,Healthmatters,healthmatterscluster14-105
kipu-11137,Healthy Living Residential Program,11137,Santa Clarita,CA,US,us-east-1,hlp11137,kipuaws-rds-kipu-11137,10.2.3.6.aws,SMB,baseline-tjc,9/10/18,Active,Healthmatters,healthmatterscluster14-105
kipu-11130,Grace Recovery,11130,Los Angeles,CA,US,us-east-1,grr11130,kipuaws-rds-kipu-11130,10.2.3.6.aws,SMB,baseline-tjc,8/28/18,Active,Healthmatters,healthmatterscluster14-104
kipu-11125,Rise Luxury Rehab,11125,Simi Valley,CA,US,us-east-1,rlr11125,kipuaws-rds-kipu-11125,10.2.3.6.aws,SMB,baseline-tjc,8/21/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11129,Maryland Wellness & Recovery,11129,Kensington,MD,US,us-east-1,mwr11129,kipuaws-rds-kipu-11129,10.2.3.6.aws,SMB,baselineempty,8/21/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11126,South Beach Detox,11126,North Miami Beach,FL,US,us-east-1,sbd11126,kipuaws-rds-kipu-11126,10.2.3.6.aws,SMB,baseline-tjc,8/21/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11122,Pinnacle Recovery,11122,Sandy,UT,US,us-east-1,pir11122,kipuaws-rds-kipu-11122,10.2.3.6.aws,SMB,baseline-tjc,8/8/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11123,Goldwing Recovery,11123,Van Nuys,CA,US,us-east-1,gre11123,kipuaws-rds-kipu-11123,10.2.3.6.aws,SMB,baseline-tjc,8/8/18,Active,Healthmatters,healthmatterscluster14-101 ...
kipu-11118,The Willow Center,11118,Brownsburg,IN,US,us-east-1,twc11118,kipuaws-rds-kipu-11118,10.2.3.6.aws,SMB,baseline-tjc,8/7/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11121,Harm Reduction Center,11121,West Palm Beach,FL,US,us-east-1,hac11121,kipuaws-rds-kipu-11121,10.2.3.6.aws,SMB,baseline-tjc,8/7/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11119,Acqua Recovery,11119,Midway,UT,US,us-east-1,acr11119,kipuaws-rds-kipu-11119,10.2.3.6.aws,SMB,baseline-tjc,8/7/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11117,Penfield Christian Homes,11117,Union Point,GA,US,us-east-1,pch11117,kipuaws-rds-kipu-11117,10.2.3.6.aws,SMB,baseline-tjc,8/7/18,Active,Healthmatters,healthmatterscluster14-104
kipu-11112,Crosspointe Recovery,11112,Sherman Oaks,CA,US,us-east-1,crs11112,kipuaws-rds-kipu-11112,10.2.3.6.aws,SMB,baseline-tjc,7/31/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11114,Crystal View Canyon,11114,West Hills,CA,US,us-east-1,cvc11114,kipuaws-rds-kipu-11114,10.2.3.6.aws,SMB,baseline-tjc,7/31/18,Active,Healthmatters,healthmatterscluster14-104
kipu-11111,Nova Vitae Treatment Center,11111,Calabasas,CA,US,us-east-1,nvt11111,kipuaws-rds-kipu-11111,10.2.3.6.aws,SMB,baseline-tjc,7/26/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11106,Good Road Recovery,11106,Bismarck,ND,US,us-east-1,grr11106,kipuaws-rds-kipu-11106,10.2.3.6.aws,SMB,baseline-tjc,7/15/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11104,Mile High Continuing Care,11104,Denver,CO,US,us-east-1,mhc11104,kipuaws-rds-kipu-11104,10.2.3.6.aws,SMB,baselineempty,7/15/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11107,Reflection and Recovery,11107,Chatsworth,CA,US,us-east-1,rar11107,kipuaws-rds-kipu-11107,10.2.3.6.aws,SMB,baseline-tjc,7/15/18,Active,Healthmatters,healthmatterscluster14-102
kipu-11100,BLVD Portland,11100,Portland,OR,US,us-east-1,blo11100,kipuaws-rds-kipu-11100,10.2.3.6.aws,SMB,baselineempty,7/10/18,Active,Healthmatters,healthmatterscluster14-104
kipu-11098,Turning Tides Eating Disorder Treatment Center,11098,Jacksonville Beach,FL,US,us-east-1,ttd11098,kipuaws-rds-kipu-11098,10.2.3.6.aws,SMB,baseline-tjc,7/5/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11096,Beach House Center for Recovery  (Sandbox),11096,Juno Beach,FL,US,us-east-1,t-11096,kipuaws-rds-kipu-11096,10.2.3.6.aws,SMB,baseline-tjc,7/4/18,Active,Sandbox,healthmatterscluster14-TEST
kipu-11093,Better Tomorrow Treatment Center,11093,West Palm Beach,FL,US,us-east-1,btt11093,kipuaws-rds-kipu-11093,10.2.3.6.aws,SMB,baseline-tjc,7/4/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11094,Axion Detox,11094,Huntington Beach,CA,US,us-east-1,axd11094,kipuaws-rds-kipu-11094,10.2.3.6.aws,SMB,baseline-tjc,7/4/18,Active,Healthmatters,healthmatterscluster14-101
kipu-11091,Limitless Recovery,11091,Philadelphia,PA,US,us-east-1,lim11091,kipuaws-rds-kipu-11091,10.2.3.6.aws,SMB,baselineempty,6/26/18,Active,Healthmatters,healthmatterscluster14-101
